dataset_uuid,organization_uuid,name,description,access_level,license,metadata_created,metadata_modified,maintainer_email,maintainer_name,identifier
d5247823-e371-4516-94b5-8ffa73f28cd4,28fe1fbe-4f76-5fb3-b3a6-ded13e2faa90,National Transportation Inventory 2016,Comprehensive transportation statistics for research and policy analysis. Data sourced from official government records and surveys.,non-public,Open Data Commons Public Domain,2014-05-31 13:00:48,2022-04-07 01:26:22,cdcinfo@cdc.gov,Public Health Data,national-transportation-inventory-2016-d5247823
2234bc05-9be7-4778-a1fd-82b003ef7af7,ce969544-a876-5089-a4f4-33b84dbb3aea,Water Indicators Dashboard,Federal dataset for water indicators dashboard. Includes historical records and current measurements across multiple geographic regions.,restricted public,U.S. Government Work,2013-08-27 17:35:47,2021-02-12 06:39:32,gs-w_data@usgs.gov,Data Management,water-indicators-dashboard-2234bc05
a02f846f-5141-48e3-81c4-0cce6df86956,47f1c7c4-b955-570a-95c9-c989daae1511,Demographics Monitoring Records 2013,"Open government dataset providing detailed demographics information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2016-10-21 18:24:03,2020-07-26 01:40:21,data@who.int,Global Data,demographics-monitoring-records-2013-a02f846f
65bf7e00-a5f3-4aa1-b9cf-c29130ffbbaa,edd359ae-a154-5e6e-9317-3a7cab6d8290,Coastal Education Survey Results,Comprehensive education statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2016-02-17 21:16:35,2022-12-23 09:44:01,fws_data@fws.gov,Geospatial Services,coastal-education-survey-results-65bf7e00
cb3c6f40-1ad8-4d05-af16-0493fcc99ee4,33a3d471-d1cf-551f-ad4f-b99ae751c997,City-Level Water Survey Results,Federal dataset for city-level water survey results. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons Attribution,2012-11-11 19:47:59,2020-02-17 04:07:41,blsdata@bls.gov,Data Policy,city-level-water-survey-results-cb3c6f40
9740f187-657a-49b3-8a51-ef1d73bd0362,7b30979e-2805-5bdb-b8d7-7122baf8a47b,National Elections Inventory 2019,This dataset contains elections data collected by federal agencies. It covers key indicators relevant to national elections inventory 2019 and is updated periodically.,public,Other (Open),2017-02-11 02:47:04,2023-03-03 02:35:49,data@faa.gov,Statistics Division,national-elections-inventory-2019-9740f187
b78132df-5b9a-4b41-ae4d-638580d3a2e2,2e700355-61d6-530f-b2ef-15217fcfd96f,Business Monitoring Records 2017,Federal dataset for business monitoring records 2017. Includes historical records and current measurements across multiple geographic regions.,restricted public,Creative Commons Attribution,2017-04-18 10:04:11,2023-08-19 18:21:29,dataportal@cityofchicago.org,Data Analytics,business-monitoring-records-2017-b78132df
4d514dba-d22c-477d-a0ea-df08bbb5a8cd,3eaccee0-381b-5fbe-af5a-5522264844df,ZIP Code Finance Survey Results,Comprehensive finance statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons CCZero,2015-12-21 14:41:42,2021-02-14 18:59:22,data@dol.gov,Chief Data Officer,zip-code-finance-survey-results-4d514dba
baf20a91-afad-49b2-877d-21d0888780aa,17eef301-f812-5976-9a91-c4ccbb932885,Finance Indicators Dashboard,Comprehensive finance statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2019-10-06 10:59:14,2023-09-09 06:12:19,dot.data@dot.gov,Data Services,finance-indicators-dashboard-baf20a91
dbb2eb0f-981a-436f-b19e-fd2dbceac409,55564db0-b0e3-58d0-922e-9bb646183f6f,National Geospatial Survey Results,This dataset contains geospatial data collected by federal agencies. It covers key indicators relevant to national geospatial survey results and is updated periodically.,public,Creative Commons CCZero,2015-01-05 14:25:12,2021-02-25 12:37:52,info@usda.gov,Communications Office,national-geospatial-survey-results-dbb2eb0f
9dac45f0-e599-4a60-9c08-b6c144a6db82,b9c8c37c-1d4c-5321-99f8-66b7c4a96293,Water Indicators Dashboard,This dataset contains water data collected by federal agencies. It covers key indicators relevant to water indicators dashboard and is updated periodically.,restricted public,U.S. Government Work,2012-05-11 02:51:32,2022-01-06 15:16:32,femadata@fema.dhs.gov,OpenFEMA,water-indicators-dashboard-9dac45f0
f2c592de-6570-4af1-8baf-3633795e758d,ce969544-a876-5089-a4f4-33b84dbb3aea,National Education Inventory 2013,"Open government dataset providing detailed education information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons CCZero,2017-04-18 20:51:24,2024-11-28 15:01:17,gs-w_data@usgs.gov,Data Management,national-education-inventory-2013-f2c592de
ec70c462-4fdb-4a66-9aac-30b1717fe8df,b9c8c37c-1d4c-5321-99f8-66b7c4a96293,National Housing Inventory 2015,Comprehensive housing statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2014-08-27 05:26:11,2020-12-23 16:09:47,femadata@fema.dhs.gov,OpenFEMA,national-housing-inventory-2015-ec70c462
8666dcbf-9180-44c2-b6a8-8b01332af4ba,b9c8c37c-1d4c-5321-99f8-66b7c4a96293,Transportation Statistics by National (2015),This dataset contains transportation data collected by federal agencies. It covers key indicators relevant to transportation statistics by national (2015) and is updated periodically.,public,Other (Open),2019-12-20 15:02:47,2024-11-20 04:58:26,femadata@fema.dhs.gov,OpenFEMA,transportation-statistics-by-national-2015-8666dcbf
ad78a864-e9ef-43d8-9f2b-0433cfcd4e54,877f0cfd-1a57-54ad-8616-23509f53d594,Bureau of Labor Open Data: Environment,Federal dataset for bureau of labor open data: environment. Includes historical records and current measurements across multiple geographic regions.,public,Open Data Commons Public Domain,2014-12-09 04:54:38,2024-07-15 20:00:19,noaa.data@noaa.gov,Data Management,bureau-of-labor-open-data-environment-ad78a864
9d86231c-4fdd-4335-b576-6ec015e3c555,ea0ed734-92dc-575b-87ae-b4491b0a52e3,U.S. Department of Criminal Justice Dataset 2013,Federal dataset for u.s. department of criminal justice dataset 2013. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2011-06-16 04:14:42,2020-06-17 23:06:45,data@dir.texas.gov,Data Governance,u-s-department-of-criminal-justice-dataset-2013-9d86231c
9a6ea86b-dc67-494f-87e1-415d66fb88dd,7b30979e-2805-5bdb-b8d7-7122baf8a47b,Federal Geospatial Database 2018,Comprehensive geospatial statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2016-06-22 08:48:57,2020-09-26 10:27:23,data@faa.gov,Statistics Division,federal-geospatial-database-2018-9a6ea86b
f94763d8-41c7-4fa8-b7f7-66471e4993d6,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,Demographics Statistics by Rural (2019),Comprehensive demographics statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2015-06-05 11:12:40,2024-11-15 18:25:28,data@epa.gov,Data Governance,demographics-statistics-by-rural-2019-f94763d8
90f0e471-b329-48b4-86c0-1166ef316cfd,47f1c7c4-b955-570a-95c9-c989daae1511,Annual Elections Report - Bureau of Labor,This dataset contains elections data collected by federal agencies. It covers key indicators relevant to annual elections report - bureau of labor and is updated periodically.,non-public,Creative Commons CCZero,2018-07-24 16:16:04,2024-05-20 11:27:41,data@who.int,Global Data,annual-elections-report-bureau-of-labor-90f0e471
81ea0704-2500-4cc3-846d-5db7911f8c37,ce969544-a876-5089-a4f4-33b84dbb3aea,National Finance Inventory 2017,Comprehensive finance statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2016-03-16 02:55:32,2021-01-08 12:52:56,gs-w_data@usgs.gov,Data Management,national-finance-inventory-2017-81ea0704
59a7a156-53a1-40e0-b8ba-509cd1654235,edd359ae-a154-5e6e-9317-3a7cab6d8290,Urban Water Survey Results,Comprehensive water statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,License Not Specified,2011-11-15 11:10:06,2023-10-25 05:40:40,fws_data@fws.gov,Geospatial Services,urban-water-survey-results-59a7a156
d85804c8-c3ed-458b-9fc2-498f329f4e23,81a78c8e-2f45-5900-9dc6-29316659f33a,Business Monitoring Records 2015,"Open government dataset providing detailed business information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2018-02-03 09:00:04,2021-05-29 22:35:42,opa@ssa.gov,Open Data,business-monitoring-records-2015-d85804c8
113e24c3-f6b7-4b46-aacf-1111c55b49d2,a9817270-ab22-5d9a-bb87-c241b4039796,U.S. Environmental Protection Open Data: Demographics,Federal dataset for u.s. environmental protection open data: demographics. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2012-03-03 07:53:22,2020-05-24 07:17:08,eddata@ed.gov,Data Quality Group,u-s-environmental-protection-open-data-demographics-113e24c3
dc4f482d-88c5-441f-8ee7-08a0efd82c4d,877f0cfd-1a57-54ad-8616-23509f53d594,Coastal Social Services Trends 2011-2012,Federal dataset for coastal social services trends 2011-2012. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2015-04-14 07:42:28,2021-09-03 03:34:47,noaa.data@noaa.gov,Data Management,coastal-social-services-trends-2011-2012-dc4f482d
c8124387-e308-4e27-b953-f084b28a7eb9,b5e19456-28d5-581c-bf70-d015b6f89c34,Regional Science & Research Trends 2011-2012,Federal dataset for regional science & research trends 2011-2012. Includes historical records and current measurements across multiple geographic regions.,restricted public,Creative Commons Attribution,2018-03-17 19:38:55,2022-01-12 07:55:54,data@federalreserve.gov,Research Data,regional-science-research-trends-2011-2012-c8124387
410455ef-0cfb-4e27-997d-d56a501ae2e9,55564db0-b0e3-58d0-922e-9bb646183f6f,Energy Monitoring Records 2013,Federal dataset for energy monitoring records 2013. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2015-07-21 07:37:27,2023-09-25 08:06:49,info@usda.gov,Communications Office,energy-monitoring-records-2013-410455ef
484d02f3-d97b-4795-8638-104921e48206,877f0cfd-1a57-54ad-8616-23509f53d594,Federal Labor Database 2020,Federal dataset for federal labor database 2020. Includes historical records and current measurements across multiple geographic regions.,restricted public,Other (Open),2014-09-24 12:45:47,2020-03-22 11:41:50,noaa.data@noaa.gov,Data Management,federal-labor-database-2020-484d02f3
91ac1cc6-d631-4d5c-93ce-b3718e0ff457,1cfe6182-d24e-55cd-bf9c-ed4571e81522,National Transportation Inventory 2024,"Open government dataset providing detailed transportation information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons CCZero,2018-12-29 00:46:29,2024-10-05 08:22:52,opendata@records.nyc.gov,Open Data Team,national-transportation-inventory-2024-91ac1cc6
39362606-5c37-4094-8204-533014c08553,edd359ae-a154-5e6e-9317-3a7cab6d8290,State of Texas Open Data: Transportation,Comprehensive transportation statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2018-10-04 05:54:31,2024-10-20 02:21:22,fws_data@fws.gov,Geospatial Services,state-of-texas-open-data-transportation-39362606
d28a5509-5324-4035-b49d-3f51919ec284,47f1c7c4-b955-570a-95c9-c989daae1511,National Demographics Inventory 2023,This dataset contains demographics data collected by federal agencies. It covers key indicators relevant to national demographics inventory 2023 and is updated periodically.,public,Other (Open),2013-12-07 10:51:28,2022-01-10 05:10:20,data@who.int,Global Data,national-demographics-inventory-2023-d28a5509
79f469a6-4711-4e76-bfa9-5f6786560633,f5f8d772-b48e-5309-97f1-3cb1d4a95720,Federal Education Database 2024,Comprehensive education statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,U.S. Government Work,2019-07-23 08:09:45,2021-11-27 17:22:25,data@hhs.gov,Open Data Team,federal-education-database-2024-79f469a6
e8dbefbb-95ef-4f88-83f9-3207e19f1674,05cef825-2b53-52ec-98ae-1232be6a74a7,County-Level Agriculture Survey Results,"Open government dataset providing detailed agriculture information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2012-10-01 07:28:41,2024-07-20 06:09:00,nasa-data@nasa.gov,Data Services,county-level-agriculture-survey-results-e8dbefbb
67524775-0593-4a59-8fcd-c26f86bc689c,1cfe6182-d24e-55cd-bf9c-ed4571e81522,National Criminal Justice Inventory 2021,"Open government dataset providing detailed criminal justice information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2019-01-04 08:27:23,2022-01-16 07:20:34,opendata@records.nyc.gov,Open Data Team,national-criminal-justice-inventory-2021-67524775
66282899-bed3-4297-93cb-99f5c9a9e7df,edd359ae-a154-5e6e-9317-3a7cab6d8290,Federal Transportation Database 2013,This dataset contains transportation data collected by federal agencies. It covers key indicators relevant to federal transportation database 2013 and is updated periodically.,public,Creative Commons Attribution,2018-01-18 22:41:35,2024-08-08 07:29:17,fws_data@fws.gov,Geospatial Services,federal-transportation-database-2013-66282899
8b5c6488-4428-4561-a35f-8a6cfa3aadd4,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,Finance Indicators Dashboard,Federal dataset for finance indicators dashboard. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2016-05-22 08:57:46,2020-02-26 22:38:31,opendata@state.ca.gov,CDT Open Data,finance-indicators-dashboard-8b5c6488
